#Flatbreen, 78.19.0, Lufttemperatur, dogn
Tidspunkt;Lufttemperatur (°C);Korrigert;Kontrollert
2007-04-29 11:00:00Z;4,521264;0;1
2007-04-30 11:00:00Z;5,561736;0;1
2007-05-01 11:00:00Z;6,028319;0;1
2007-05-02 11:00:00Z;5,653764;0;1
2007-05-03 11:00:00Z;5,554837;0;1
2007-05-04 11:00:00Z;4,015913;0;1
2007-05-05 11:00:00Z;1,838778;0;1
2007-05-06 11:00:00Z;1,704695;0;1
2007-05-07 11:00:00Z;-0,150125;0;1
2007-05-08 11:00:00Z;1,173875;0;1
2007-05-09 11:00:00Z;-1,442538;0;1
2007-05-10 11:00:00Z;-2,565038;0;1
2007-05-11 11:00:00Z;-2,394514;0;1
2007-05-12 11:00:00Z;-0,8371249;0;1
2007-05-13 11:00:00Z;1,285181;0;1
2007-05-14 11:00:00Z;0,627;0;1
2007-05-15 11:00:00Z;-2,418334;0;1
2007-05-16 11:00:00Z;-1,955542;0;1
2007-05-17 11:00:00Z;-0,8805972;0;1
2007-05-18 11:00:00Z;1,822444;0;1
2007-05-19 11:00:00Z;1,859361;0;1
2007-05-20 11:00:00Z;1,469083;0;1
2007-05-21 11:00:00Z;2,750486;0;1
2007-05-22 11:00:00Z;1,614681;0;1
2007-05-23 11:00:00Z;-0,02727776;0;1
2007-05-24 11:00:00Z;0,6206805;0;1
2007-05-25 11:00:00Z;0,833875;0;1
2007-05-26 11:00:00Z;-0,949625;0;1
2007-05-27 11:00:00Z;1,174181;0;1
2007-05-28 11:00:00Z;3,95625;0;1
2007-05-29 11:00:00Z;7,848375;0;1
2007-05-30 11:00:00Z;8,880097;0;1
2007-05-31 11:00:00Z;7,235528;0;1
2007-06-01 11:00:00Z;7,259695;0;1
2007-06-02 11:00:00Z;7,562284;0;1
2007-06-03 11:00:00Z;8,096757;0;1
2007-06-04 11:00:00Z;7,637208;0;1
2007-06-05 11:00:00Z;9,459549;0;1
2007-06-06 11:00:00Z;9,782892;0;1
2007-06-07 11:00:00Z;10,11699;0;1
2007-06-08 11:00:00Z;10,23765;0;1
2007-06-09 11:00:00Z;10,26761;0;1
2007-06-10 11:00:00Z;10,2039;0;1
2007-06-11 11:00:00Z;10,49969;0;1
2007-06-12 11:00:00Z;3,790615;0;1
2007-06-13 11:00:00Z;0,6082569;0;1
2007-06-14 11:00:00Z;0,4639826;0;1
2007-06-15 11:00:00Z;3,145882;0;1
2007-06-16 11:00:00Z;7,387865;0;1
2007-06-17 11:00:00Z;8,458826;0;1
2007-06-18 11:00:00Z;6,607435;0;1
2007-06-19 11:00:00Z;7,237876;0;1
2007-06-20 11:00:00Z;7,427473;0;1
2007-06-21 11:00:00Z;8,044087;0;1
2007-06-22 11:00:00Z;6,803743;0;1
2007-06-23 11:00:00Z;5,488257;0;1
2007-06-24 11:00:00Z;5,104583;0;1
2007-06-25 11:00:00Z;5,831653;0;1
2007-06-26 11:00:00Z;7,794476;0;1
2007-06-27 11:00:00Z;7,380299;0;1
2007-06-28 11:00:00Z;5,077153;0;1
2007-06-29 11:00:00Z;6,195243;0;1
2007-06-30 11:00:00Z;7,18658;0;1
2007-07-01 11:00:00Z;10,21065;0;1
2007-07-02 11:00:00Z;9,648639;0;1
2007-07-03 11:00:00Z;9,422497;0;1
2007-07-04 11:00:00Z;10,66362;0;1
2007-07-05 11:00:00Z;11,07811;0;1
2007-07-06 11:00:00Z;11,44514;0;1
2007-07-07 11:00:00Z;9,096862;0;1
2007-07-08 11:00:00Z;8,999045;0;1
2007-07-09 11:00:00Z;6,596362;0;1
2007-07-10 11:00:00Z;5,672743;0;1
2007-07-11 11:00:00Z;5,080371;0;1
2007-07-12 11:00:00Z;4,874011;0;1
2007-07-13 11:00:00Z;5,135868;0;1
